raw_run,filling_scheme,filling_config,fillno,energy,intensity_per_bunch,mu,interacting_bunches,noninteracting_bunches_beam_1,noninteracting_bunches_beam_2,interaction_trigger,rate,beam_empty_trigger,empty_empty_trigger,muon_trigger,high_multiplicity_trigger,emcal_trigger,calibration_trigger,quality,muon_quality,comment,changedon,changedby,field_value,field_message,aco_value,aco_message,ad0_status,ad0_message,emc_value,emc_message,fmd_value,fmd_message,hlt_status,hlt_message,hmp_value,hmp_message,mch_status,mch_message,mtr_value,mtr_message,phs_value,phs_message,pmd_status,pmd_message,spd_value,spd_message,sdd_value,sdd_message,ssd_value,ssd_message,tof_value,tof_message,tpc_value,tpc_message,trd_value,trd_message,t00_value,t00_message,v00_value,v00_message,zdc_value,zdc_message,hlt_mode_value,hlt_mode_message
279036,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6241,6499,,,1042,874,874,376358,87.4640961,,,248014,,78421,,,,,1506314498,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
279035,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6241,6499,,,1042,874,874,178341,91.2697067,,,,,36586,,,,,1506313647,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
279008,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,1665563,92.2238617,,,1101940,,342689,,,,,1506299833,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
279007,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,128398,86.5215607,,,88708,,37044,,,,,1506279457,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
279005,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,1582575,92.8305359,,,1032187,,323514,,,,,1506282395,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
279000,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,358098,93.1334229,,,,,73790,,,,,1506279437,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278999,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,63810,83.7401581,,,33277,,13733,,,,,1506277826,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278994,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6240,6499,,,1042,874,874,49180,106.220299,,,21536,,10133,,,,,1506278383,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278964,361,25ns_1358b_1346_816_1311_112bpi_15i8b4e,6239,6499,,,816,542,542,305361,103.687943,,,147834,,50787,,,,,1506246843,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278963,361,25ns_1358b_1346_816_1311_112bpi_15i8b4e,6239,6499,,,816,542,542,1160983,105.505547,,,531403,,192218,,,,,1506323792,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278960,361,25ns_1358b_1346_816_1311_112bpi_15i8b4e,6239,6499,,,816,542,542,382357,97.8646011,,,,,62546,,,,,1506292341,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278959,361,25ns_1358b_1346_816_1311_112bpi_15i8b4e,6239,6499,,,816,542,542,254713,104.476212,,,120099,,41550,,,,,1506291946,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278941,360,25ns_686b_674_407_653_112bpi_11i8b4e,6238,6499,,,407,279,279,5077134,923.61908,,,66895,,,,,,,1506314427,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278939,360,25ns_686b_674_407_653_112bpi_11i8b4e,6238,6499,,,407,279,279,1839539,902.619751,,,23168,,,,,,,1506323560,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278936,360,25ns_686b_674_407_653_112bpi_11i8b4e,6238,6499,,,407,279,279,10497204,923.643127,,,137206,,,,,,,1506209011,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278915,340,25ns_51b_51_32_36_12bpi_7inj,6236,6499,,,32,19,19,5872508,718.96521,,,11251,,,,,,,1506184392,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278914,340,25ns_51b_51_32_36_12bpi_7inj,6236,6499,,,32,19,19,2675174,713.760376,,,5246,,,,,,,1506323650,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278216,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6193,6499,,,1042,874,874,291644,92.6442184,,,192038,,62932,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278215,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6193,6499,,,1042,874,874,1281115,93.6829987,,,861113,,248443,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278191,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6192,6499,,,1042,874,874,154181,92.3239517,,,109918,,29823,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278189,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6192,6499,,,1042,874,874,906203,94.9599686,,,652268,,177242,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278167,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,1607783,94.1049423,,,1144061,,315237,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278166,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,573536,94.2695618,,,380834,,111819,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278165,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,530745,94.8605881,,,373993,,104365,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278164,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,819147,94.7209778,,,568007,,159030,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278163,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,274720,70.028038,,,236672,,68200,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278162,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,37681,102.953552,,,21253,,6020,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278158,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6191,6499,,,1042,874,874,51239,82.9110031,,,36274,,9837,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278130,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,200779,95.8372345,,,130707,,,,,,,1505279817,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278127,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,399046,84.5257339,,,315008,,77366,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278126,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,1497283,94.4777222,,,1046904,,288052,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278123,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,364949,98.8753738,,,241653,,,,,,,1505264333,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278122,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,290606,87.6110916,,,220519,,56283,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278121,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6189,6499,,,1042,874,874,1412522,94.0552673,,,986572,,272500,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278095,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,144443,83.8809509,,,107581,,27309,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278094,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,145714,120.424797,,,82101,,22607,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278093,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,0,,,,99910,,41223,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278092,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,118243,119.076538,,,66457,,18130,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278091,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,3,0.00335195521,,,59023,,24091,,,,,1505928776,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278089,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,254275,89.3760986,,,,,53175,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278082,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,268372,97.9102554,,,155141,,,,,,,1505168799,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278080,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,1691630,88.9676056,,,1138543,,320363,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278079,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,678513,93.9638519,,,477722,,128531,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278077,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6186,6499,,,1042,874,874,234181,92.3062668,,,162378,,44397,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
278055,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6185,6499,,,1042,874,874,831846,92.9229202,,,591679,,158785,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277996,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6182,6499,,,1042,874,874,1292870,93.8494492,,,927139,,248986,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277991,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6182,6499,,,1042,874,874,213424,83.9260712,,,172368,,,,,,,1505029239,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277989,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6182,6499,,,1042,874,874,456018,84.2761078,,,337817,,86194,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277988,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6182,6499,,,1042,874,874,738693,93.0930023,,,525150,,141017,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277987,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6182,6499,,,1042,874,874,223170,75.5739899,,,184751,,41946,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277952,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6180,6499,,,1042,874,874,65660,73.5274353,,,53104,,12474,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277930,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6179,6499,,,1042,874,874,75492,87.5777283,,,49452,,13773,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277907,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6177,6499,,,1042,874,874,346828,85.6154022,,,266009,,65453,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277904,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6177,6499,,,1042,874,874,360723,98.1025314,,,241446,,,,,,,1505266270,LogbookSync,1,- -,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277903,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6177,6499,,,1042,874,874,409151,85.6322708,,,313424,,76631,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
277901,359,25ns_1916b_1909_1042_1560_112bpi_20i8b4e,6177,6499,,,1042,874,874,365611,99.0010834,,,240672,,68801,,,,,1505742916,germain,1,- -,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
