raw_run,filling_scheme,filling_config,fillno,energy,intensity_per_bunch,mu,interacting_bunches,noninteracting_bunches_beam_1,noninteracting_bunches_beam_2,interaction_trigger,rate,beam_empty_trigger,empty_empty_trigger,muon_trigger,high_multiplicity_trigger,emcal_trigger,calibration_trigger,quality,muon_quality,comment,changedon,changedby,field_value,field_message,aco_value,aco_message,ad0_status,ad0_message,emc_value,emc_message,fmd_value,fmd_message,hlt_status,hlt_message,hmp_value,hmp_message,mch_status,mch_message,mtr_value,mtr_message,phs_value,phs_message,pmd_status,pmd_message,spd_value,spd_message,sdd_value,sdd_message,ssd_value,ssd_message,tof_value,tof_message,tpc_value,tpc_message,trd_value,trd_message,t00_value,t00_message,v00_value,v00_message,zdc_value,zdc_message,hlt_mode_value,hlt_mode_message
259272,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00673899986,1692,384,384,632178,88.4288712,,,377313,,377318,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259271,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00659399992,1692,384,384,415280,82.4950333,,,258530,,247527,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259270,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.006788,1692,384,384,214844,83.46698,,,133445,,127989,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259269,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00661499985,1692,384,384,143007,80.2958984,,,89815,,85477,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259264,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00647900021,1692,384,384,343517,92.7672195,,,188899,,,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259263,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00655299984,1692,384,384,224721,85.7386475,,,134077,,135360,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259261,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00651900005,1692,384,384,371263,92.6767349,,,193345,,,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259257,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5173,6500,,0.00642299978,1692,384,384,1236032,84.8165817,,,743108,,722751,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,44,OK but part of detector should be masked,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259204,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5169,6500,,0.00647599995,1692,384,384,241957,84.8376541,,,129407,,140583,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,44,OK but part of detector should be masked,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259164,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5163,6500,,0.00658900011,1692,384,384,3568825,85.2562103,,,1949756,,2133087,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259162,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5163,6500,,0.00620799977,1692,384,384,330111,89.4367371,,,175601,,,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259141,2,,0,0,,,0,0,0,,,,,,,,,,,,1487539608,LogbookSync,3,+ +,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,1,A
259140,2,,0,0,,,0,0,0,,,,,,,,,,,,1487538455,LogbookSync,3,+ +,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,3,C
259118,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5162,6500,,0.00652599987,1692,384,384,42556,60.448864,,,29300,,24625,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259117,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5162,6500,,0.00647700019,1692,384,384,192015,71.3015213,,,116246,,111594,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259099,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00649400009,1692,384,384,2596557,85.9161224,,,1408340,,1561980,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259096,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00650099991,1692,384,384,364193,85.5716629,,,209825,,218839,,,,,1493413441,kharlov,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259095,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00632999977,1692,384,384,33209,65.7603989,,,3,,19808,,,,,1488795580,germain,3,+ +,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,3,C
259091,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6499,,0.00632600021,1692,384,384,95238,81.1918182,,,54703,,56329,,,,,1493413449,kharlov,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259090,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00633999985,1692,384,384,26407,70.2313843,,,356,,15624,,,,,1493413454,kharlov,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259088,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00640199985,1692,384,384,168364,83.3897934,,,97881,,99941,,,,,1493413462,kharlov,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259086,292,25ns_2076b_2064_1692_1765_96bpi_23inj,5161,6500,,0.00645799981,1692,384,384,1100468,83.8515701,,,550196,,652107,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,19,Good data but some not full TPC acceptance,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
259000,2,,0,0,,,0,0,0,,,,,,,,,,,,1487539545,LogbookSync,3,+ +,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,3,C
258998,2,,0,0,,,0,0,0,,,,,,,,,,,,1487538506,LogbookSync,3,+ +,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,-2000,Detector off,3,C
258964,293,25ns_2076b_2064_1681_1772_96bpi_23inj,5154,6500,,0.00670199981,1681,395,395,754832,86.0795975,,,404574,,450566,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258962,293,25ns_2076b_2064_1681_1772_96bpi_23inj,5154,6500,,0.00660699978,1681,395,395,2580416,85.1987991,,,1416718,,1505359,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258931,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.0210740007,523,67,67,446745,67.8840637,,,301341,,357894,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258926,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.0206240006,523,67,67,387574,64.8442383,,,,,307600,,,,,1493413581,kharlov,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258923,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.0210170001,523,67,67,268802,67.708313,,,169291,,213166,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258921,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.00202000001,523,67,67,396351,570.289185,,,2982,,0,,,,TPC: sparse RO test,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258920,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.00196900009,523,67,67,407228,425.081421,,,4204,,0,,,,TPC: sparse RO test,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258919,294,25ns_590b_578_523_544_96bpi_11inj,5151,6500,,0.0209090002,523,67,67,276519,67.7244644,,,187231,,219696,,,,,1501596171,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258890,9,Single_3b_2_2_2,5149,6500,,0.079524003,2,1,1,282650,432.848389,,,408,,0,,,,TPC: sparse RO test + SSD Cside Off,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258889,9,Single_3b_2_2_2,5149,6500,,0.986603022,2,1,1,245167,558.46698,,,3027,,0,,,,TPC: sparse RO test + SSD Cside Off,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258886,9,Single_3b_2_2_2,5149,6500,,1.00758398,2,1,1,245183,587.968811,,,2989,,0,,,,TPC: sparse RO test + SSD Cside Off,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258885,9,Single_3b_2_2_2,5149,6500,,1.03668296,2,1,1,323614,644.649414,,,3904,,0,,,,TPC: sparse RO test + SSD Cside Off,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258884,9,Single_3b_2_2_2,5149,6500,,1.06224597,2,1,1,363444,609.805359,,,4568,,0,,,,TPC: sparse RO test + SSD Cside Off,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258883,9,Single_3b_2_2_2,5149,6500,,0.776938975,2,1,1,212132,625.758118,,,2048,,0,,,,TPC: sparse RO test,1501596330,dstocco,3,+ +,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,1,Detector was ON and running according to nominal specifications,-2000,Detector off,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,2,Sector(s) missing in SSD,1,Detector was ON and running according to nominal specifications,-1,detector was ON; but output can not be trusted / is known to be not usable,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,1,Detector was ON and running according to nominal specifications,-2000,Detector off,3,C
258574,2,,0,0,,,0,0,0,,,,,,,,,,,,1487530609,LogbookSync,3,+ +,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,1,A
258572,2,,0,0,,,0,0,0,,,,,,,,,,,,1487530609,LogbookSync,3,+ +,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,1,A
258571,2,,0,0,,,0,0,0,,,,,,,,,,,,1487530434,LogbookSync,3,+ +,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-1000,Not set,-2000,Detector off,-2000,Detector off,-2000,Detector off,1,A
